-595.5,-937.5,-910.5,-798.0,-798.0,-798.0,-798.0
-1111.5,-937.5,-915.0,-937.5,-469.5,-847.5,-847.5
-838.5,-519.0,-519.0,-519.0,-705.0,-541.5,-519.0
-937.5,-676.5,-600.0,-532.5,-510.0,-532.5,-699.0
-510.0,-532.5,-532.5,-555.0,-402.0,-532.5,-532.5
-379.5,-532.5,-510.0,-802.5,-717.0,-748.5,-739.5
-532.5,-907.5,-937.5,-915.0,-399.0,-937.5,-937.5
-510.0,-915.0,-1140.0,-922.5,-900.0,-780.0,-876.0
-1239.0,-772.5,-744.0,-1201.5,-742.5,-742.5,-765.0
-450.0,-213.0,-661.5,-715.5,-760.5,-753.0,-445.5
-337.5,-253.0,-354.0,-64.5,-325.5,-340.5,-382.5
-164.5,-757.5,-757.5,-385.5,-192.5,-385.5,-214.0
-660.0,-266.5,-221.5,-217.5,-483.0,-266.5,-288.5
-269.0,-122.5,-319.5,-252.5,-879.0,-68.5,-609.0
-116.5,-237.5,-193.5,-152.5,-150.5,-99.0,-116.5
-522.0,-90.0,-89.5,-243.5,-619.5,-192.0,-107.5
-544.5,-20.5,-20.5,-20.5,-82.5,-90.0,-110.0
-37.0,-312.5,-375.0,-274.0,-228.0,74.5,-357.0
-319.0,-53.0,-231.0,-110.0,-690.0,-61.5,-485.5
-211.0,-298.0,-302.5,-74.5,-409.0,-730.0,-280.0
-302.5,-302.5,-280.0,-280.0,-499.0,-280.0,-257.5
-302.5,-599.5,-446.5,-399.5,-302.5,-302.5,-299.5
-280.0,-239.5,-232.5,-239.5,-288.0,5.0,80.0
-181.0,-302.5,-295.0,-253.0,-280.0,-255.0,-280.0
-280.0,-302.5,-221.5,-221.5,-144.0,-95.5,-95.5
-169.5,183.0,183.0,183.0,30.0,129.0,140.5
-59.0,-59.0,-59.0,-294.0,-109.5,-149.0,-59.0
-77.0,-186.5,-59.0,-63.5,-63.5,-59.0,-109.5
-131.0,-134.5,-74.5,-163.5,-189.0,-136.0,-220.5
-248.5,-189.0,-225.0,-189.0,-155.5,-248.5,-138.0
-54.5,-227.0,-218.5,-141.0,-54.5,-223.0,-54.5
-60.5,-200.5,-113.0,-126.0,-249.5,-279.0,-200.5
-26.0,-94.0,-64.5,-33.0,-220.0,-128.5,-119.0
-264.0,-371.0,-241.0,-180.0,-223.0,-87.5,-87.5
68.0,-71.5,-111.0,-217.5,-71.5,-71.5,-275.5
-74.5,-142.0,-224.5,-512.5,-199.5,-239.0,-79.5
-214.5,-129.5,-275.5,-124.0,-71.5,-63.5,85.0
-76.0,-4.5,-71.5,-85.5,-192.0,-154.5,-74.5
-113.0,-177.5,245.0,-23.5,-226.0,-280.0,245.0
165.0,-74.5,75.5,144.0,-74.5,175.5,166.5
195.0,76.5,-79.0,-276.0,-5.5,-148.0,-382.5
250.5,250.5,273.0,250.5,261.5,250.5,513.5
106.5,241.5,-413.5,-477.0,250.5,250.5,250.5
-315.5,-163.0,-66.0,232.5,250.5,456.5,-129.5
-58.0,-362.0,-248.5,-97.0,-214.5,-64.5,-64.5
-87.5,-215.0,-153.5,-228.5,-456.0,-342.5,-87.0
-153.5,-68.0,-271.5,-576.5,218.5,-157.5,-261.5
-153.5,-196.0,-282.0,0.5,-163.5,-149.0,-8.0
-56.0,39.0,274.0,25.5,-291.0,-272.5,-251.0
-346.0,-297.5,-294.0,-165.0,-293.5,-139.5,-123.5
-581.0,-208.5,-131.0,-349.0,182.5,-282.5,-303.5
-126.5,229.0,271.5,-431.5,-581.0,-131.0,206.5
-248.5,-349.0,-248.5,-293.5,-271.0,-230.5,-271.0
-218.5,-248.5,-226.0,-226.0,-248.5,-248.5,-226.0
35.0,0.5,-698.5,-95.5,36.5,36.5,-248.5
53.0,-226.0,-271.0,-334.0,-319.5,-248.5,-212.5
-172.0,80.0,-349.0,18.5,114.5,80.0,80.0
-313.0,-340.0,-349.0,-248.5,27.5,-334.0,-226.0
-24.0,-242.5,-316.0,-120.5,-271.0,-285.5,-271.0
-218.5,-226.0,-226.0,-233.5,-218.5,-226.0,-248.5
-296.5,-350.5,-319.0,-317.5,-319.0,-328.0,-296.5
-17.5,-375.0,-295.0,-110.5,-295.0,-326.5,-326.5
-304.0,-350.5,-281.5,-43.0,-65.5,-326.5,-56.5
-197.5,-175.0,-304.0,-239.5,-197.5,-175.0,-197.5
-259.0,-304.0,-350.5,-269.5,-271.0,-269.5,-247.0
-304.0,-296.5,-304.0,-304.0,-296.5,-296.5,-266.5
-5.5,-332.5,-304.0,-5.5,-304.0,-304.0,-281.5
92.0,-11.5,-317.5,-232.0,-11.5,-343.5,-276.0
-130.5,-304.0,-92.5,-151.0,-216.0,-252.0,-455.0
-231.5,-326.5,-276.0,-304.0,-304.0,-304.0,-304.0
-194.0,-241.0,-214.0,-89.5,-305.0,-241.0,-241.0
-342.5,-469.5,-284.0,-469.5,-469.5,-469.5,-268.0
-316.5,-517.5,-342.5,-346.5,-460.5,-342.5,-453.0
-453.0,-453.0,-420.0,-453.0,-442.5,-442.5,-442.5
-421.5,-399.0,-421.5,-421.5,-421.5,-421.5,-421.5
-399.0,-453.0,-438.0,-430.5,-444.0,-460.5,-460.5
-460.5,-460.5,-460.5,-460.5,-460.5,-438.0,-460.5
-460.5,-417.0,-210.0,-417.0,-417.0,-394.5,-417.0
-438.0,-460.5,-460.5,-415.5,-438.0,-438.0,-343.5
-438.0,-438.0,-438.0,-453.0,-438.0,-438.0,-438.0
-438.0,-453.0,-430.5,-442.5,-150.5,-453.0,-430.5
-109.5,-108.0,-106.5,-106.5,-87.0,138.0,-106.5
-235.5,-453.0,-453.0,-423.0,-453.0,-453.0,-453.0
-173.5,-165.0,-430.5,-430.5,-423.0,-415.5,-423.0
-177.0,-393.0,-400.5,-393.0,-127.5,-400.5,-408.0
-363.0,-378.0,-363.0,-204.0,-370.5,-276.0,-49.5
-271.5,-312.0,-51.0,-271.5,-348.0,-304.5,-342.5
-17.0,-49.5,-49.5,-54.0,195.0,-228.5,-54.0
147.0,147.0,147.0,147.0,147.0,41.5,147.0
-170.5,-389.0,10.5,59.5,-315.0,169.5,147.0
-189.5,-198.5,147.0,274.5,274.5,274.5,274.5
-161.0,206.5,-217.5,169.5,169.5,147.0,147.0
-108.5,127.0,-237.5,127.0,-8.0,-508.0,127.0
127.0,127.0,127.0,107.0,-237.5,-8.0,127.0
-260.0,-192.5,-192.5,-215.0,-237.5,-372.5,-192.5
-119.5,-372.5,-263.0,-237.5,-237.5,-237.5,190.0
-237.5,56.5,127.0,117.0,-521.5,127.0,133.5
-552.0,47.5,-307.5,47.5,-6.5,49.0,49.0
-217.5,134.5,53.5,53.5,-456.5,53.5,53.5
